,hotel_id,clean_score,meal_score,location_score,sleep_score,room_score,service_score,facility_score,overall_score,num_review,review_score
0,71,8.0,8.0,8.8,7.8,-1.0,7.5,-1.0,8.25,3,3.33
1,77,9.4,8.7,9.3,9.3,-1.0,9.1,-1.0,8.85,11,9.49
2,123,8.9,8.7,8.9,8.9,-1.0,8.9,-1.0,9.15,101,5.09
3,143,8.1,7.7,8.6,8.0,-1.0,8.1,-1.0,7.95,4,5.38
4,206,8.3,7.5,8.5,8.2,-1.0,8.0,-1.0,7.0,-1,-1.0
5,245,7.6,7.7,8.3,7.9,-1.0,7.7,-1.0,7.6,4,7.32
6,262,8.1,7.6,9.3,8.7,-1.0,8.5,-1.0,7.9,3,2.73
7,331,9.2,8.4,8.6,8.9,-1.0,9.0,-1.0,8.9,14,6.56
8,343,9.1,8.2,8.5,8.8,-1.0,8.9,-1.0,9.0,205,3.84
9,416,10.0,9.2,9.3,10.0,-1.0,9.3,-1.0,8.7,12,3.66
10,417,5.8,6.7,6.5,6.8,4.4,6.2,4.9,5.65,-1,-1.0
11,446,10.0,8.7,9.0,9.0,-1.0,8.5,-1.0,8.6,167,3.99
12,447,8.8,8.0,8.6,8.4,-1.0,8.4,-1.0,8.45,36,4.41
13,462,9.1,8.5,8.8,8.8,-1.0,8.9,-1.0,8.6,228,4.48
14,662,9.2,8.4,8.6,8.9,-1.0,9.0,-1.0,8.95,192,4.26
15,695,8.8,7.0,8.4,8.7,-1.0,8.1,-1.0,8.3,6,3.33
16,707,8.8,8.3,9.1,8.8,-1.0,8.7,-1.0,8.35,150,3.79
17,765,8.0,8.0,8.5,8.0,-1.0,9.0,-1.0,8.7,15,3.6
18,769,8.7,8.2,8.7,8.6,-1.0,8.4,-1.0,8.65,47,4.07
19,953,7.2,6.5,7.7,7.4,-1.0,7.0,-1.0,7.8,-1,-1.0
20,959,9.0,8.6,9.1,9.1,-1.0,8.8,-1.0,8.7,12,3.91
21,1087,9.1,8.8,9.1,9.1,-1.0,9.1,-1.0,8.85,210,3.6
22,1106,8.7,7.7,8.4,9.3,-1.0,8.9,-1.0,8.4,13,3.45
23,1262,8.7,7.9,8.8,8.6,-1.0,8.4,-1.0,8.35,63,4.37
24,1400,7.7,7.5,8.5,7.7,-1.0,7.6,-1.0,8.2,48,3.51
25,1525,8.0,8.0,8.0,8.0,-1.0,8.0,-1.0,6.5,-1,-1.0
26,1551,8.2,7.6,8.3,8.2,-1.0,8.0,-1.0,7.7,20,3.26
27,1784,9.1,8.3,8.6,8.8,-1.0,8.8,-1.0,8.8,239,4.01
28,1878,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.1,26,4.72
29,1926,7.5,7.9,8.5,7.9,-1.0,7.5,-1.0,7.85,7,4.13
30,1954,7.7,7.8,8.5,7.8,-1.0,7.9,-1.0,8.0,-1,-1.0
31,1988,8.3,8.0,8.4,8.2,-1.0,8.2,-1.0,8.15,66,5.25
32,2041,7.6,7.7,8.3,7.9,-1.0,7.7,-1.0,7.8,-1,-1.0
33,2114,8.2,8.4,8.9,8.1,-1.0,8.4,-1.0,8.2,-1,-1.0
34,2144,8.7,8.0,9.3,8.7,-1.0,9.3,-1.0,9.1,35,4.0
35,2269,8.0,7.3,8.3,8.0,-1.0,7.7,-1.0,8.05,-1,-1.0
36,2350,8.4,8.3,8.0,8.4,-1.0,8.4,-1.0,8.25,6,4.18
37,2376,6.0,8.0,6.0,6.0,-1.0,6.0,-1.0,8.4,-1,-1.0
38,2431,9.2,8.3,8.9,9.2,-1.0,8.9,-1.0,8.35,-1,-1.0
39,2451,7.0,8.0,7.7,8.3,-1.0,6.7,-1.0,6.65,-1,-1.0
40,2461,8.7,7.9,8.8,8.6,-1.0,8.4,-1.0,7.45,-1,-1.0
41,2636,8.0,8.0,8.0,8.0,-1.0,8.4,-1.0,8.4,-1,-1.0
42,2649,8.4,8.0,8.6,8.6,-1.0,8.4,-1.0,8.15,33,4.53
43,2665,8.2,7.5,7.9,8.5,-1.0,8.5,-1.0,8.6,21,3.96
44,2677,8.7,8.0,8.7,8.7,-1.0,8.7,-1.0,7.8,7,3.11
45,2691,9.1,8.6,8.6,8.9,-1.0,8.8,-1.0,8.75,73,4.24
46,2772,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.3,-1,-1.0
47,2852,8.0,-1.0,8.0,6.0,-1.0,6.0,-1.0,7.6,-1,-1.0
48,2918,8.3,8.0,8.3,8.0,-1.0,8.0,-1.0,8.1,34,3.5
49,2929,8.3,8.0,8.4,8.2,-1.0,8.2,-1.0,8.0,-1,-1.0
50,2942,8.4,8.1,8.6,8.1,-1.0,8.2,-1.0,8.4,105,3.85
51,2984,8.7,7.3,8.4,8.9,-1.0,8.2,-1.0,8.85,14,9.11
52,3026,8.1,-1.0,6.8,8.2,-1.0,6.8,-1.0,7.3,-1,-1.0
53,3062,6.0,6.0,6.0,6.0,-1.0,6.0,-1.0,7.0,-1,-1.0
54,3106,8.7,8.1,8.5,8.7,-1.0,8.8,-1.0,8.95,174,5.29
55,3160,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,-1,-1.0
56,3191,6.0,-1.0,6.0,6.0,-1.0,6.0,-1.0,5.9,-1,-1.0
57,3192,6.0,-1.0,6.0,6.0,-1.0,6.0,-1.0,6.9,-1,-1.0
58,3266,8.9,8.0,9.3,8.9,-1.0,8.9,-1.0,8.95,7,8.49
59,3295,5.6,6.2,6.0,6.0,-1.0,5.9,-1.0,6.2,17,8.78
60,3315,7.8,7.1,8.8,7.9,-1.0,8.0,-1.0,7.15,55,3.55
61,3317,8.7,7.9,8.8,8.6,-1.0,8.4,-1.0,8.1,-1,-1.0
62,3361,9.0,8.7,9.0,9.1,-1.0,9.4,-1.0,9.05,119,4.05
63,3368,6.0,8.0,8.0,6.0,-1.0,10.0,-1.0,8.1,48,3.59
64,3452,9.2,10.0,8.5,9.0,9.5,9.3,9.1,9.1,5,6.29
65,3477,7.6,7.7,8.3,7.9,-1.0,7.7,-1.0,8.3,-1,-1.0
66,3544,9.3,8.3,9.3,9.2,-1.0,9.1,-1.0,9.15,54,5.99
67,3565,6.5,4.0,7.0,6.5,-1.0,6.5,-1.0,6.5,37,2.62
68,3578,8.6,7.4,8.6,8.3,-1.0,8.3,-1.0,7.65,3,5.83
69,3604,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,-1,-1.0
70,3617,8.5,7.6,9.0,8.6,-1.0,8.5,-1.0,7.7,-1,-1.0
71,3966,9.7,8.7,8.7,9.3,-1.0,9.3,-1.0,8.45,-1,-1.0
72,4217,7.5,8.0,8.5,6.0,-1.0,8.0,-1.0,7.3,2,5.4
73,4273,8.4,8.0,8.4,8.4,-1.0,8.2,-1.0,8.45,11,5.18
74,4282,9.0,8.0,9.2,8.7,-1.0,8.8,-1.0,8.6,128,3.88
75,4352,7.0,6.7,7.0,7.0,-1.0,7.0,-1.0,8.4,3,2.79
76,4452,9.3,-1.0,9.3,9.3,-1.0,9.3,-1.0,8.3,-1,-1.0
77,4455,7.4,6.8,7.6,7.2,-1.0,7.1,-1.0,7.9,21,3.29
78,4501,8.0,-1.0,8.0,7.0,-1.0,7.0,-1.0,8.65,21,3.68
79,4516,8.1,7.5,8.6,8.1,-1.0,8.1,-1.0,8.0,103,3.47
80,4539,8.0,7.8,8.4,7.5,-1.0,7.8,-1.0,8.1,2,5.1
81,4567,6.5,4.0,7.0,6.5,-1.0,6.5,-1.0,6.9,-1,-1.0
82,4578,9.3,8.3,9.3,9.2,-1.0,9.1,-1.0,7.8,-1,-1.0
83,4711,8.0,-1.0,8.0,10.0,-1.0,8.0,-1.0,7.3,-1,-1.0
84,4718,8.7,8.0,8.7,8.7,-1.0,8.7,-1.0,8.8,-1,-1.0
85,4750,8.0,6.7,8.2,8.2,-1.0,8.2,-1.0,7.35,-1,-1.0
86,4825,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,-1,-1.0
87,4966,9.0,8.2,8.9,9.1,-1.0,8.9,-1.0,9.0,48,6.1
88,5077,9.0,8.6,9.1,9.1,-1.0,8.8,-1.0,8.2,-1,-1.0
89,5268,7.0,6.7,7.7,6.8,-1.0,6.9,-1.0,7.6,-1,-1.0
90,5873,8.2,8.4,8.9,8.1,-1.0,8.4,-1.0,7.45,-1,-1.0
91,5909,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.7,2,3.0
92,5937,7.7,6.7,8.0,7.7,-1.0,7.3,-1.0,6.65,8,3.74
93,6155,8.8,8.0,9.0,8.5,-1.0,8.8,-1.0,8.95,40,3.88
94,6265,8.9,9.2,8.6,8.9,-1.0,8.9,-1.0,8.9,298,3.71
95,6391,6.0,-1.0,6.0,6.0,-1.0,6.0,-1.0,6.7,-1,-1.0
96,6410,8.0,8.0,8.8,7.8,-1.0,7.5,-1.0,8.15,-1,-1.0
97,6949,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.15,6,6.1
98,6986,6.8,6.3,7.7,6.6,-1.0,6.6,-1.0,6.5,4,3.44
99,7045,6.2,7.7,8.2,7.0,-1.0,6.8,-1.0,6.9,-1,-1.0
100,7046,6.0,6.5,6.8,6.4,-1.0,6.0,-1.0,6.2,-1,-1.0
101,7064,8.5,7.6,9.0,8.6,-1.0,8.5,-1.0,8.8,148,3.87
102,7131,7.6,7.9,8.2,7.6,-1.0,7.4,-1.0,8.0,3,6.5
103,7589,7.7,6.7,8.0,7.7,-1.0,7.3,-1.0,7.75,16,2.56
104,7919,8.4,8.0,8.6,8.6,-1.0,8.4,-1.0,8.45,-1,-1.0
105,8721,6.5,4.0,7.0,6.5,-1.0,6.5,-1.0,7.2,-1,-1.0
106,8722,7.8,7.6,7.6,8.0,-1.0,7.1,-1.0,8.25,50,3.7
107,8725,9.1,8.2,8.5,8.8,-1.0,8.9,-1.0,8.95,161,4.05
108,8728,8.2,8.0,8.4,8.2,-1.0,7.6,-1.0,7.75,-1,-1.0
109,8729,4.8,5.7,6.1,5.2,-1.0,5.2,-1.0,5.65,3,2.6
110,8734,6.5,4.0,7.0,6.5,-1.0,6.5,-1.0,8.6,3,1.63
111,8735,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1,-1.0
112,8737,8.2,8.0,8.4,8.2,-1.0,7.6,-1.0,6.85,-1,-1.0
113,8739,8.2,8.0,8.4,8.2,-1.0,7.6,-1.0,7.6,-1,-1.0
114,8918,9.0,8.0,9.0,9.0,-1.0,9.0,-1.0,7.2,-1,-1.0
115,8919,6.9,6.4,8.4,7.1,-1.0,6.7,-1.0,6.8,-1,-1.0
116,9703,9.2,8.5,8.6,9.2,-1.0,9.2,-1.0,8.85,23,5.1
117,9810,8.5,-1.0,7.9,-1.0,10.0,8.3,8.4,8.55,39,3.87
118,9869,8.0,-1.0,8.0,7.0,-1.0,7.0,-1.0,8.5,-1,-1.0
119,9893,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,4,1.67
120,21653,7.7,6.7,8.0,7.7,-1.0,7.3,-1.0,7.15,-1,-1.0
121,21662,8.8,8.2,8.4,8.6,-1.0,8.6,-1.0,7.5,166,3.81
122,21673,5.8,-1.0,7.0,5.8,-1.0,5.8,-1.0,7.05,-1,-1.0
123,22166,8.8,8.6,8.5,8.3,-1.0,8.2,-1.0,8.95,46,3.48
124,22199,8.3,7.5,8.5,8.2,-1.0,8.0,-1.0,6.35,6,7.73
125,22343,8.6,7.2,7.5,8.3,-1.0,8.0,-1.0,8.35,34,3.94
126,22380,9.0,8.7,9.0,9.0,-1.0,9.0,-1.0,9.2,64,3.73
127,22536,8.9,7.8,7.9,8.9,-1.0,8.8,-1.0,8.85,31,3.49
128,22732,9.5,8.9,8.8,9.2,-1.0,9.5,9.1,9.35,296,4.42
129,22741,9.2,8.0,8.9,8.9,-1.0,8.6,-1.0,9.2,251,4.32
130,22774,8.5,7.6,9.0,8.6,-1.0,8.5,-1.0,8.65,-1,-1.0
131,23047,8.7,8.5,8.7,8.6,-1.0,8.5,-1.0,8.35,3,9.0
132,23228,8.5,7.6,9.0,8.6,-1.0,8.5,-1.0,8.8,-1,-1.0
133,23341,9.0,8.3,9.1,9.0,-1.0,8.8,-1.0,8.85,349,3.64
134,23411,9.1,7.9,8.7,8.6,-1.0,8.7,-1.0,8.8,87,5.54
135,23418,8.8,8.0,9.0,8.5,-1.0,8.8,-1.0,8.3,-1,-1.0
136,23518,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,-1,-1.0
137,23699,7.7,7.5,8.5,7.7,-1.0,7.6,-1.0,7.25,-1,-1.0
138,29475,9.2,8.3,8.9,9.2,-1.0,8.9,-1.0,9.2,133,4.59
139,29483,8.4,7.9,8.4,8.4,-1.0,8.3,-1.0,8.1,59,4.06
140,29514,8.5,7.7,8.7,8.4,-1.0,8.5,-1.0,9.0,328,3.64
141,29672,6.1,5.0,6.7,6.0,-1.0,6.1,-1.0,-1.0,-1,-1.0
142,29676,6.9,6.4,8.4,7.1,-1.0,6.7,-1.0,2.6,-1,-1.0
143,41168,9.1,8.2,8.9,8.7,-1.0,8.9,-1.0,8.75,2,8.65
144,41169,9.1,7.3,8.7,8.6,-1.0,8.7,-1.0,9.0,149,4.18
145,41171,9.4,8.7,9.3,9.3,-1.0,9.1,-1.0,9.2,195,5.71
146,41172,8.8,8.2,9.0,9.2,-1.0,9.0,-1.0,8.75,4,9.67
147,41175,8.7,8.3,9.0,8.6,-1.0,8.6,-1.0,8.6,42,4.24
148,41176,8.9,8.1,9.0,8.7,-1.0,8.7,-1.0,8.5,93,5.19
149,41177,9.2,8.8,8.3,9.1,-1.0,9.2,-1.0,7.3,99,3.56
150,41178,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,9,8.18
151,41180,8.8,8.2,8.4,8.6,-1.0,8.6,-1.0,8.45,-1,-1.0
152,41181,7.8,7.6,7.6,8.0,-1.0,7.1,-1.0,8.7,7,9.89
153,41182,9.0,8.0,9.0,8.5,-1.0,8.5,-1.0,9.1,122,3.71
154,41183,7.8,7.7,8.6,7.8,-1.0,8.1,-1.0,7.55,196,3.74
155,41184,9.0,8.0,9.0,9.0,-1.0,9.0,-1.0,8.9,194,3.62
156,41186,8.9,8.2,9.0,9.0,-1.0,8.8,-1.0,8.6,101,3.83
157,41187,9.3,8.9,8.8,9.1,-1.0,9.1,-1.0,9.0,96,4.45
158,41189,8.6,8.0,8.9,6.9,-1.0,7.4,-1.0,8.8,125,4.19
159,41190,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,74,3.81
160,41191,8.8,8.0,9.0,9.0,-1.0,8.8,-1.0,9.3,49,3.7
161,41192,9.2,8.0,9.1,9.0,-1.0,8.9,-1.0,9.15,31,3.71
162,41193,9.0,8.1,8.7,8.8,-1.0,8.8,-1.0,8.55,13,5.73
163,41194,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,2,3.5
164,41195,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.7,98,4.15
165,41197,8.9,-1.0,8.8,8.9,8.9,9.1,8.8,9.05,55,4.78
166,41198,9.3,8.8,9.1,9.2,-1.0,9.2,-1.0,8.9,110,5.01
167,41200,8.7,8.7,8.7,9.3,-1.0,9.3,-1.0,8.4,-1,-1.0
168,41201,9.2,8.8,8.3,9.1,-1.0,9.2,-1.0,8.9,-1,-1.0
169,41202,9.1,8.2,8.9,8.7,-1.0,8.9,-1.0,8.3,49,3.65
170,41204,6.5,6.7,6.8,6.3,-1.0,6.3,-1.0,7.05,138,3.23
171,41206,8.8,8.0,9.0,8.5,-1.0,8.8,-1.0,9.15,70,4.75
172,41207,8.7,8.5,8.7,8.6,-1.0,8.5,-1.0,8.5,296,3.95
173,41209,7.7,6.7,8.0,7.7,-1.0,7.3,-1.0,7.4,28,2.63
174,41211,8.7,8.6,8.1,8.6,-1.0,8.5,-1.0,8.25,16,3.41
175,41212,8.0,-1.0,8.0,7.0,-1.0,7.0,-1.0,8.3,48,3.53
176,41213,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.6,-1,-1.0
177,41215,8.0,8.0,6.7,7.3,-1.0,6.7,-1.0,9.5,111,4.25
178,41217,9.2,8.1,8.2,9.2,-1.0,8.9,-1.0,9.1,52,4.26
179,41218,8.2,7.0,7.8,8.0,-1.0,7.6,-1.0,8.35,7,9.77
180,41220,7.8,7.1,8.8,7.9,-1.0,8.0,-1.0,6.7,-1,-1.0
181,41223,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,2,4.5
182,41224,9.3,9.0,9.7,9.7,-1.0,9.0,-1.0,9.1,43,3.3
183,41225,9.0,8.0,9.0,9.0,-1.0,9.0,-1.0,8.7,57,3.38
184,41226,8.0,-1.0,8.0,8.0,-1.0,9.0,-1.0,9.5,129,4.96
185,41228,9.4,8.7,9.4,9.4,-1.0,9.4,-1.0,9.35,6,4.79
186,41229,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.2,2,7.0
187,41230,6.0,6.0,6.0,6.0,-1.0,6.0,-1.0,5.9,4,2.74
188,41231,8.5,7.7,8.7,8.4,-1.0,8.5,-1.0,8.95,-1,-1.0
189,41232,7.8,7.7,8.6,7.8,-1.0,8.1,-1.0,7.75,-1,-1.0
190,41234,8.2,8.0,8.4,8.2,-1.0,7.6,-1.0,7.5,-1,-1.0
191,41235,7.1,10.0,7.1,10.0,9.5,7.2,5.5,7.95,6,8.97
192,41236,9.3,9.0,9.7,9.7,-1.0,9.0,-1.0,8.35,43,4.72
193,41237,8.7,8.6,8.8,8.6,-1.0,8.5,-1.0,8.45,120,3.72
194,41238,6.5,4.0,7.0,6.5,-1.0,6.5,-1.0,6.8,6,6.8
195,41239,8.6,-1.0,8.6,-1.0,-1.0,10.0,8.8,9.1,-1,-1.0
196,41240,8.8,8.7,8.8,8.8,-1.0,8.8,-1.0,9.2,5,4.4
197,41241,8.6,7.4,8.6,8.3,-1.0,8.3,-1.0,9.2,24,4.03
198,41243,9.5,-1.0,9.3,9.3,-1.0,9.5,-1.0,9.05,5,6.02
199,41245,9.8,8.7,8.5,9.8,-1.0,9.8,-1.0,9.3,42,4.48
200,41247,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.6,103,3.74
201,41248,6.2,7.7,8.2,7.0,-1.0,6.8,-1.0,8.5,21,9.66
202,41249,10.0,-1.0,10.0,6.0,-1.0,8.0,-1.0,9.1,33,4.82
203,41250,8.8,8.0,9.0,9.0,-1.0,8.8,-1.0,9.0,25,4.12
204,41254,9.0,8.0,9.0,9.0,-1.0,9.0,-1.0,8.8,73,3.63
205,41255,6.6,7.6,7.3,7.3,-1.0,7.6,-1.0,7.05,-1,-1.0
206,41258,8.8,8.0,9.0,8.5,-1.0,8.8,-1.0,8.9,50,5.16
207,41261,10.0,-1.0,10.0,6.0,-1.0,8.0,-1.0,8.5,-1,-1.0
208,41269,9.2,9.5,9.6,8.0,-1.0,8.4,-1.0,9.05,25,4.49
209,41275,10.0,-1.0,10.0,10.0,-1.0,10.0,-1.0,9.6,19,5.98
210,41279,8.0,10.0,8.0,9.7,9.5,8.0,5.5,8.6,15,3.78
211,41280,6.2,7.7,8.2,7.0,-1.0,6.8,-1.0,7.8,11,3.22
212,41282,2.5,-1.0,3.8,-1.0,3.8,3.8,3.8,5.9,-1,-1.0
213,41284,5.6,6.2,6.0,6.0,-1.0,5.9,-1.0,6.8,5,5.72
214,41288,8.7,8.0,8.7,8.7,-1.0,8.7,-1.0,9.2,-1,-1.0
215,41289,9.3,8.3,9.3,9.2,-1.0,9.1,-1.0,9.15,-1,-1.0
216,41295,8.7,7.9,8.8,8.6,-1.0,8.4,-1.0,8.2,-1,-1.0
217,41298,9.4,8.7,9.4,8.9,-1.0,8.9,-1.0,8.6,-1,-1.0
218,41300,6.2,7.7,8.2,7.0,-1.0,6.8,-1.0,6.75,-1,-1.0
219,41303,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.4,17,2.76
220,41304,9.2,8.1,8.2,9.2,-1.0,8.9,-1.0,8.7,-1,-1.0
221,41306,6.5,4.0,7.0,6.5,-1.0,6.5,-1.0,6.3,-1,-1.0
222,41309,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1,-1.0
223,41312,9.2,8.1,8.2,9.2,-1.0,8.9,-1.0,8.5,-1,-1.0
224,41314,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.9,-1,-1.0
225,41317,10.0,-1.0,10.0,10.0,-1.0,10.0,-1.0,9.2,-1,-1.0
226,41318,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1,-1.0
227,41319,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1,-1.0
228,41325,9.6,-1.0,8.8,10.0,-1.0,8.8,-1.0,9.6,-1,-1.0
229,41329,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,15,3.33
230,41330,10.0,-1.0,10.0,9.5,9.5,10.0,10.0,9.95,-1,-1.0
231,41334,8.8,8.0,9.0,8.5,-1.0,8.8,-1.0,8.2,-1,-1.0
232,41335,9.0,8.0,9.0,9.0,-1.0,9.0,-1.0,8.0,-1,-1.0
233,41337,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.4,-1,-1.0
234,41341,9.5,-1.0,9.3,9.3,9.3,9.5,9.5,9.55,-1,-1.0
235,41342,10.0,-1.0,10.0,10.0,-1.0,10.0,-1.0,8.0,-1,-1.0
236,41345,8.0,8.0,8.7,9.3,-1.0,9.3,-1.0,9.4,-1,-1.0
237,41348,7.6,7.4,7.7,7.5,-1.0,7.4,-1.0,8.0,8,6.8
238,41349,7.5,-1.0,7.5,9.5,9.5,7.5,5.5,8.8,-1,-1.0
239,44241,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1,-1.0
240,44965,10.0,10.0,10.0,10.0,-1.0,10.0,-1.0,8.8,8,5.15
241,45547,7.3,7.2,7.5,7.3,-1.0,7.2,-1.0,8.1,2,7.6
242,45571,8.1,7.7,8.6,8.0,-1.0,8.1,-1.0,7.95,-1,-1.0
243,45589,9.4,8.7,9.3,9.3,-1.0,9.1,-1.0,9.0,-1,-1.0
244,45757,8.7,8.5,8.7,8.6,-1.0,8.5,-1.0,8.4,-1,-1.0
245,45759,8.0,8.0,8.8,8.0,-1.0,8.4,-1.0,8.35,221,3.24
246,45970,8.0,8.0,8.5,8.0,-1.0,9.0,-1.0,-1.0,6,7.0
247,45972,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0
248,45991,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0
249,46035,9.0,9.0,9.0,9.0,-1.0,9.0,-1.0,-1.0,-1,-1.0
250,46049,9.2,-1.0,9.4,9.2,-1.0,8.9,-1.0,-1.0,37,3.69
251,46089,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0
252,46102,10.0,-1.0,10.0,8.0,-1.0,6.0,-1.0,-1.0,44,5.84
253,46209,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0
254,46551,8.0,7.6,8.4,7.8,-1.0,7.7,-1.0,-1.0,-1,-1.0
255,46572,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,5.0
256,46736,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0
257,46771,7.5,8.0,8.5,6.0,-1.0,8.0,-1.0,-1.0,-1,-1.0
258,46779,8.0,8.0,8.0,8.7,-1.0,7.7,-1.0,-1.0,81,3.78
259,46791,8.0,-1.0,8.0,8.0,-1.0,9.0,-1.0,-1.0,117,3.6
260,46813,10.0,-1.0,10.0,10.0,-1.0,10.0,-1.0,-1.0,-1,-1.0
261,46814,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,134,3.79
262,46882,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0
263,47176,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71,3.91
264,47187,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0
265,47201,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,4.0
266,47288,10.0,-1.0,10.0,10.0,-1.0,9.0,-1.0,-1.0,3,9.7
267,47505,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44,5.13
268,8,8.3,8.1,8.5,8.4,-1.0,8.2,-1.0,7.55,3,7.7
269,10,8.2,7.2,7.9,7.9,-1.0,7.8,-1.0,6.9,-1,-1.0
270,39,9.3,7.8,8.1,8.6,-1.0,8.6,8.3,8.3,18,4.45
271,102,9.1,8.3,8.7,9.0,-1.0,8.9,-1.0,7.2,54,5.36
272,130,8.0,8.0,8.0,8.0,-1.0,8.0,-1.0,7.1,2,8.5
273,173,8.3,7.6,8.6,8.5,-1.0,8.3,-1.0,7.95,5,5.74
274,201,7.3,8.0,10.0,8.7,-1.0,8.0,-1.0,8.75,-1,-1.0
275,280,7.4,7.5,7.8,7.4,-1.0,7.8,-1.0,6.3,3,3.73
276,286,8.8,8.3,8.5,8.9,-1.0,8.6,-1.0,8.5,11,8.69
277,298,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1,-1.0
278,332,8.6,7.9,8.8,8.3,-1.0,8.3,-1.0,7.7,9,9.57
279,372,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.65,3,3.33
280,393,8.5,8.1,8.5,8.7,-1.0,8.5,-1.0,7.7,37,7.61
281,415,8.5,8.1,8.8,8.3,-1.0,8.1,-1.0,7.6,2,7.55
282,430,9.4,8.3,8.5,9.2,-1.0,9.0,-1.0,8.55,54,5.7
283,436,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.45,28,3.89
284,477,8.8,7.9,9.0,9.2,-1.0,8.7,-1.0,8.35,-1,-1.0
285,482,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.85,-1,-1.0
286,506,7.0,7.3,8.0,7.5,-1.0,7.5,-1.0,7.35,-1,-1.0
287,538,6.3,-1.0,7.8,-1.0,6.2,6.3,5.8,6.5,7,3.14
288,552,8.5,7.8,8.1,8.1,-1.0,8.4,-1.0,8.05,2,8.5
289,554,8.9,8.3,8.2,8.8,-1.0,8.7,-1.0,7.55,12,8.06
290,619,7.5,7.3,8.0,7.5,-1.0,7.5,-1.0,6.3,-1,-1.0
291,642,9.1,8.3,8.7,9.0,-1.0,8.9,-1.0,8.0,-1,-1.0
292,680,8.8,7.9,8.5,9.0,-1.0,8.2,-1.0,8.25,6,6.45
293,692,4.0,-1.0,4.0,4.0,-1.0,4.0,-1.0,7.0,-1,-1.0
294,747,9.2,7.3,8.0,8.8,-1.0,8.0,-1.0,7.65,-1,-1.0
295,842,8.5,8.2,8.4,8.2,-1.0,8.3,-1.0,7.95,2,4.9
296,848,8.2,7.9,8.8,8.3,8.4,8.1,7.4,7.8,41,7.45
297,868,10.0,10.0,10.0,10.0,-1.0,10.0,-1.0,9.1,14,4.93
298,869,9.1,7.8,8.8,8.8,-1.0,8.5,-1.0,8.25,-1,-1.0
299,910,8.3,7.5,8.3,8.4,-1.0,7.9,-1.0,7.55,15,6.39
