,domain_hotel_id,url,domain_id,hotel_id,min_price
0,9676117,-1,4,8,813853
1,1000000485716,https://m.traveloka.com/vi-vn/hotel/vietnam/dong-xuan-hong-hotel-1000000485716,2,8,656000
2,9400049,-1,4,10,-1
3,1000000480064,https://m.traveloka.com/vi-vn/hotel/vietnam/bien-xanh-hotel--blue-ocean-hotel-1000000480064,2,10,637500
4,5610212,/vi-vn/phu-quoc-chez-carole-beach-resort/hotel/phu-quoc-island-vn.html,3,39,749999
5,1000000372191,https://m.traveloka.com/vi-vn/hotel/vietnam/chez-carole-resort--spa-1000000372191,2,39,848339
6,4244923,-1,4,39,681818
7,4244923,https://www.booking.com/hotel/vn/anh-quan-thanh-pho-qui-nhon123.vi.html,5,39,681818
8,5816956,-1,4,102,1166129
9,1000000427602,https://m.traveloka.com/vi-vn/hotel/vietnam/eden-resort-phu-quoc-1000000427602,2,102,1234748
10,54326990,-1,4,130,354978
11,3000010028741,https://m.traveloka.com/vi-vn/hotel/vietnam/huong-giang-bungalow--3000010028741,2,130,425000
12,1000000469899,https://m.traveloka.com/vi-vn/hotel/vietnam/kim-hoa-resort--1000000469899,2,173,1266254
13,8772062,-1,4,173,1307359
14,3000010037643,https://m.traveloka.com/vi-vn/hotel/vietnam/son-vinh-bungalow-3000010037643,2,201,471000
15,3000010027654,https://m.traveloka.com/vi-vn/hotel/vietnam/venus-hotel--sky-bar-phu-quoc-3000010027654,2,280,489720
16,33119862,-1,4,280,767532
17,1000000476692,https://m.traveloka.com/vi-vn/hotel/vietnam/la-mer-resort-1000000476692,2,286,880000
18,9202695,-1,4,286,761905
19,14704051,-1,4,298,311688
20,1000000508230,https://m.traveloka.com/vi-vn/hotel/vietnam/river-hotel-ha-tien-1000000508230,2,332,623700
21,10484075,-1,4,372,649351
22,12538288,-1,4,393,666667
23,1000000553965,https://m.traveloka.com/vi-vn/hotel/vietnam/homestead-phu-quoc-resort--1000000553965,2,393,772848
24,22825581,-1,4,415,1627706
25,1000000448712,https://m.traveloka.com/vi-vn/hotel/vietnam/gia-huy-hotel-phu-quoc-1000000448712,2,415,667522
26,1000000458625,https://m.traveloka.com/vi-vn/hotel/vietnam/the-shells-resort--spa-phu-quoc-1000000458625,2,430,1917500
27,8209862,-1,4,430,1609091
28,8376282,-1,4,436,2770563
29,3000010023941,https://m.traveloka.com/vi-vn/hotel/vietnam/orange-resort-3000010023941,2,477,1196800
30,9676435,-1,4,482,692641
31,12013645,-1,4,506,389610
32,1000000542183,https://m.traveloka.com/vi-vn/hotel/vietnam/truong-linh-phu-quoc-resort-1000000542183,2,506,380000
33,568319,/vi-vn/trang-an-phu-quoc-hotel-resort/hotel/phu-quoc-island-vn.html,3,538,699134
34,9056360,-1,4,538,818182
35,4000000958459,https://m.traveloka.com/vi-vn/hotel/vietnam/dreamland-trang-an-resort-4000000958459,2,538,949443
36,3000010025364,https://m.traveloka.com/vi-vn/hotel/vietnam/terrace-resort-phu-quoc-3000010025364,2,552,556800
37,9295486,-1,4,552,779221
38,3000010033024,https://m.traveloka.com/vi-vn/hotel/vietnam/tom-hill-resort--spa--3000010033024,2,554,960000
39,12537928,-1,4,619,305577
40,1000000554720,https://m.traveloka.com/vi-vn/hotel/vietnam/phu-my-hotel--1000000554720,2,619,354247
41,5816956,-1,4,642,1166129
42,1000000427602,https://m.traveloka.com/vi-vn/hotel/vietnam/eden-resort-phu-quoc-1000000427602,2,642,1234748
43,10965245,-1,4,680,-1
44,1000000514197,https://m.traveloka.com/vi-vn/hotel/vietnam/la-vita-resort-phu-quoc-1000000514197,2,680,900891
45,3000010037877,https://m.traveloka.com/vi-vn/hotel/vietnam/coi-nguon-phu-quoc-resort--3000010037877,2,692,10000000
46,45996794,-1,4,692,545455
47,1000000505287,https://m.traveloka.com/vi-vn/hotel/vietnam/hoa-binh-phu-quoc-resort-1000000505287,2,747,1373822
48,11253800,-1,4,842,987013
49,1000000527591,https://m.traveloka.com/vi-vn/hotel/vietnam/boulevard-hotel-phu-quoc-1000000527591,2,842,950000
50,297027,/vi-vn/river-hotel-ha-tien/hotel/ha-tien-kien-giang-vn.html,3,848,517246
51,1000000508230,https://m.traveloka.com/vi-vn/hotel/vietnam/river-hotel-ha-tien-1000000508230,2,848,623700
52,10443462,-1,4,848,553334
53,1000000249493,https://m.traveloka.com/vi-vn/hotel/vietnam/la-veranda-resort-phu-quoc---mgallery-by-sofitel-1000000249493,2,868,2551296
54,1636552,-1,4,868,1980693
55,1000000486456,https://m.traveloka.com/vi-vn/hotel/vietnam/phu-quoc-village-1000000486456,2,869,750000
56,9709608,-1,4,869,735931
57,5693472,-1,4,910,389610
58,1000000425916,https://m.traveloka.com/vi-vn/hotel/vietnam/arcadia-phu-quoc-resort-1000000425916,2,910,802961
59,802991,/vi-vn/an-an-hotel/hotel/rach-gia-kien-giang-vn.html,3,963,225108
60,3000010037958,https://m.traveloka.com/vi-vn/hotel/vietnam/hawaii-resort-phu-quoc-3000010037958,2,1002,1204438
61,37047240,-1,4,1002,1038961
62,344975,/vi-vn/hoa-binh-rach-gia-resort/hotel/rach-gia-kien-giang-vn.html,3,1035,1038961
63,3000010036012,https://m.traveloka.com/vi-vn/hotel/vietnam/hoa-binh-rach-gia-resort-3000010036012,2,1035,1300000
64,5896473,https://www.booking.com/hotel/vn/hoang-bach-resort.vi.html,5,1035,770000
65,8091891,-1,4,1073,649351
66,1000000456551,https://m.traveloka.com/vi-vn/hotel/vietnam/viet-thanh-resort-1000000456551,2,1073,595000
67,1000000327239,https://m.traveloka.com/vi-vn/hotel/vietnam/lazure-resort-and-spa-1000000327239,2,1091,1528000
68,9679302,-1,4,1092,202598
69,1000000501326,https://m.traveloka.com/vi-vn/hotel/vietnam/tang-thanh-phat-hotel-1000000501326,2,1092,234000
70,1000000448712,https://m.traveloka.com/vi-vn/hotel/vietnam/gia-huy-hotel-phu-quoc-1000000448712,2,1304,667522
71,12705158,-1,4,1323,519481
72,3000020008517,https://m.traveloka.com/vi-vn/hotel/vietnam/thien-thanh-phu-quoc-resort-3000020008517,2,1357,1475437
73,1000000246732,https://m.traveloka.com/vi-vn/hotel/vietnam/saigon-phu-quoc-resort--spa-1000000246732,2,1431,1357000
74,1492610,-1,4,1431,1170563
75,1000000481205,https://m.traveloka.com/vi-vn/hotel/vietnam/thanh-kieu-beach-resort-1000000481205,2,1435,1331813
76,6516305,-1,4,1435,939419
77,1000000452588,https://m.traveloka.com/vi-vn/hotel/vietnam/mango-bay-resort-1000000452588,2,1488,1150000
78,7768583,-1,4,1488,995671
79,9276882,-1,4,1489,735195
80,1000000477617,https://m.traveloka.com/vi-vn/hotel/vietnam/tropicana-resort-phu-quoc-1000000477617,2,1489,971350
81,32912974,-1,4,1516,-1
82,1000000551788,https://m.traveloka.com/vi-vn/hotel/vietnam/phuc-loc-hotel-1000000551788,2,1516,500000
83,1000000633397,https://m.traveloka.com/vi-vn/hotel/vietnam/mekong-space-restaurant--hotel-1000000633397,2,1584,600000
84,42671446,-1,4,1584,-1
85,1000000556219,https://m.traveloka.com/vi-vn/hotel/vietnam/vung-bau-resort-1000000556219,2,1600,672000
86,12707286,-1,4,1600,498701
87,1000000490874,https://m.traveloka.com/vi-vn/hotel/vietnam/lien-hiep-thanh-resort-1000000490874,2,1721,840000
88,9851027,-1,4,1721,-1
89,1000000553513,https://m.traveloka.com/vi-vn/hotel/vietnam/mai-spa-resort--1000000553513,2,1777,1421264
90,9847161,-1,4,1777,1037381
91,5427108,-1,4,1782,584416
92,1000000419458,https://m.traveloka.com/vi-vn/hotel/vietnam/phu-quoc-kim---bungalow-on-the-beach-1000000419458,2,1782,677497
93,9399689,-1,4,1900,550039
94,1000000480053,https://m.traveloka.com/vi-vn/hotel/vietnam/sirena-phu-quoc-1000000480053,2,1900,638283
95,1000000479893,https://m.traveloka.com/vi-vn/hotel/vietnam/cassia-cottage-1000000479893,2,1984,2028632
96,9390562,-1,4,1984,1380022
97,17447893,-1,4,2049,784333
98,3000010030736,https://m.traveloka.com/vi-vn/hotel/vietnam/sea-star-resort-3000010030736,2,2049,901157
99,1000000558946,https://m.traveloka.com/vi-vn/hotel/vietnam/free-beach-phu-quoc-resort-1000000558946,2,2085,594000
100,1000000531375,https://m.traveloka.com/vi-vn/hotel/vietnam/bamboo-cottages--restaurant-1000000531375,2,2092,1755719
101,11529181,-1,4,2092,1512987
102,431170,https://www.booking.com/hotel/vn/bamboo-cottages.vi.html,5,2092,1539000
103,55027086,-1,4,2096,-1
104,3000010032108,https://m.traveloka.com/vi-vn/hotel/vietnam/ngoc-chau-hotel-phu-quoc-3000010032108,2,2096,902400
105,9390160,-1,4,2126,1453813
106,1000000479885,https://m.traveloka.com/vi-vn/hotel/vietnam/coco-palm-beach-resort--spa-1000000479885,2,2126,1495437
107,7181293,/vi-vn/khach-san-quynh-anh/hotel/rach-gia-kien-giang-vn.html,3,2353,254545
108,33283521,-1,4,2384,-1
109,1000000572972,https://m.traveloka.com/vi-vn/hotel/vietnam/gia-thanh-guest-house-1000000572972,2,2384,316164
110,3000010036562,https://m.traveloka.com/vi-vn/hotel/vietnam/lien-tho-guest-house-3000010036562,2,2481,350000
111,1000000527540,https://m.traveloka.com/vi-vn/hotel/vietnam/huong-toan-hotel-2-1000000527540,2,2510,531961
112,11252079,-1,4,2510,458874
113,7869648,-1,4,2533,2113692
114,1000000454126,https://m.traveloka.com/vi-vn/hotel/vietnam/salinda-resort-phu-quoc-island-1000000454126,2,2533,2441314
115,22235266,-1,4,2571,314617
116,3000010037099,https://m.traveloka.com/vi-vn/hotel/vietnam/trung-huynh-bungalow-3000010037099,2,2571,420000
117,9391137,-1,4,2689,1309091
118,11234522,-1,4,2712,1560718
119,1000000526227,https://m.traveloka.com/vi-vn/hotel/vietnam/wild-beach-phu-quoc-resort-1000000526227,2,2712,781139
120,3000010037929,https://m.traveloka.com/vi-vn/hotel/vietnam/mai-binh-phuong-bungalow-3000010037929,2,2820,745000
121,856104,/vi-vn/kinh-bac-bungalow-resort/hotel/phu-quoc-island-vn.html,3,2965,623377
122,3000010041323,https://m.traveloka.com/vi-vn/hotel/vietnam/nhat-quynh-hotel-2-3000010041323,2,3002,335000
123,31936163,-1,4,3007,-1
124,1000000509592,https://m.traveloka.com/vi-vn/hotel/vietnam/anh-dao-hotel-1000000509592,2,3007,420000
125,44701332,-1,4,3074,233766
126,10462503,-1,4,3095,331168
127,1000000554725,https://m.traveloka.com/vi-vn/hotel/vietnam/ngoc-ngan-hotel-1000000554725,2,3199,500000
128,12537663,-1,4,3199,303030
129,3000010036650,https://m.traveloka.com/vi-vn/hotel/vietnam/phuc-hung-hotel-2-3000010036650,2,3217,550000
130,445300,/vi-vn/phuc-hung-hotel-2/hotel/rach-gia-kien-giang-vn.html,3,3217,346320
131,3000010033524,https://m.traveloka.com/vi-vn/hotel/vietnam/y-thu-guest-house-3000010033524,2,3277,315000
132,1827495,https://www.booking.com/hotel/vn/hong-chau-guesthouse.vi.html,5,3277,328000
133,1000000564847,https://m.traveloka.com/vi-vn/hotel/vietnam/gold-coast-resort-phu-quoc-1000000564847,2,3399,1786562
134,1000000557809,https://m.traveloka.com/vi-vn/hotel/vietnam/hoa-nhat-lan-hotel-1000000557809,2,3486,530000
135,12767411,-1,4,3486,562771
136,15059196,-1,4,3542,497835
137,12749034,-1,4,3595,372294
138,12769572,-1,4,3665,259740
139,1000000557924,https://m.traveloka.com/vi-vn/hotel/vietnam/pepper-farm-phu-quoc-1000000557924,2,3665,300000
140,267313,/vi-vn/palace-2-hotel/hotel/rach-gia-kien-giang-vn.html,3,3724,606061
141,1000000554717,https://m.traveloka.com/vi-vn/hotel/vietnam/dung-phuong-guest-house-1000000554717,2,3746,950000
142,48536340,-1,4,3746,311688
143,1871588,https://www.booking.com/hotel/vn/phu-quoc-ngoc-viet.vi.html,5,3746,400000
144,3007930,/vi-vn/du-hung-2-hotel/hotel/ha-tien-kien-giang-vn.html,3,3887,329004
145,445299,/vi-vn/phuc-hung-hotel-1/hotel/rach-gia-kien-giang-vn.html,3,3943,346320
146,1000000554716,https://m.traveloka.com/vi-vn/hotel/vietnam/thien-phu-nghia-guest-house-1000000554716,2,4031,320000
147,12538470,-1,4,4039,305629
148,3000010037756,https://m.traveloka.com/vi-vn/hotel/vietnam/kitaro-hostel-3000010037756,2,4044,600000
149,45000724,-1,4,4076,-1
150,3000010032075,https://m.traveloka.com/vi-vn/hotel/vietnam/phuong-binh-house-3000010032075,2,4189,705182
151,24071127,-1,4,4189,-1
152,442332,/vi-vn/the-lam-homestay/hotel/phu-quoc-island-vn.html,3,4201,363636
153,3000010035144,https://m.traveloka.com/vi-vn/hotel/vietnam/lam-anh-homestay-phu-quoc-3000010035144,2,4201,291364
154,16580204,-1,4,4201,251082
155,3000010039623,https://m.traveloka.com/vi-vn/hotel/vietnam/hai-hien-guest-house-3000010039623,2,4202,600000
156,9848328,-1,4,4202,-1
157,3007930,/vi-vn/du-hung-2-hotel/hotel/ha-tien-kien-giang-vn.html,3,4231,329004
158,27294810,-1,4,4268,321342
159,1000000551797,https://m.traveloka.com/vi-vn/hotel/vietnam/ngan-giang-guest-house-1000000551797,2,4271,400000
160,1000000527581,https://m.traveloka.com/vi-vn/hotel/vietnam/phat-tai-hotel-1000000527581,2,4298,350000
161,11253168,-1,4,4298,303030
162,19629434,-1,4,4366,289681
163,1000000554714,https://m.traveloka.com/vi-vn/hotel/vietnam/kim-hong-nhat-hotel-1000000554714,2,4366,340000
164,621157,/vi-vn/kim-lien-phu-quoc-guesthouse/hotel/phu-quoc-island-vn.html,3,4448,339394
165,3000010035059,https://m.traveloka.com/vi-vn/hotel/vietnam/kim-lien-phu-quoc-guesthouse-3000010035059,2,4448,900000
166,1000000539601,https://m.traveloka.com/vi-vn/hotel/vietnam/kim-minh-resort-1000000539601,2,4451,1035000
167,3000010023941,https://m.traveloka.com/vi-vn/hotel/vietnam/orange-resort-3000010023941,2,4621,1196800
168,12537401,-1,4,4660,432900
169,1000000608058,https://m.traveloka.com/vi-vn/hotel/vietnam/ninila-fruit-farm-bungalows-1000000608058,2,4667,420000
170,15656676,-1,4,4667,493507
171,48190874,-1,4,4760,428571
172,3000010041323,https://m.traveloka.com/vi-vn/hotel/vietnam/nhat-quynh-hotel-2-3000010041323,2,4760,335000
173,569791,/vi-vn/kiet-hong-hotel/hotel/rach-gia-kien-giang-vn.html,3,4807,293506
174,1000000581695,https://m.traveloka.com/vi-vn/hotel/vietnam/kiet-hong-hotel-1000000581695,2,4807,340594
175,14886503,-1,4,4807,241558
176,1000000592987,https://m.traveloka.com/vi-vn/hotel/vietnam/hanh-ngoc-resort-1000000592987,2,4859,425000
177,15170953,-1,4,4859,519481
178,27294810,-1,4,4954,321342
179,12738725,-1,4,5014,-1
180,1000000481662,https://m.traveloka.com/vi-vn/hotel/vietnam/hong-bin-bungalow--1000000481662,2,5799,575000
181,12467951,/vi-vn/bien-doi-bungalow/hotel/phu-quoc-island-vn.html,3,5799,454545
182,9476336,-1,4,5799,995671
183,1000000508524,https://m.traveloka.com/vi-vn/hotel/vietnam/huynh-gia-bungalow-1000000508524,2,5868,653058
184,3000010027654,https://m.traveloka.com/vi-vn/hotel/vietnam/venus-hotel--sky-bar-phu-quoc-3000010027654,2,5901,489720
185,7768583,-1,4,6119,995671
186,297027,/vi-vn/river-hotel-ha-tien/hotel/ha-tien-kien-giang-vn.html,3,6126,517246
187,1000000508230,https://m.traveloka.com/vi-vn/hotel/vietnam/river-hotel-ha-tien-1000000508230,2,6126,623700
188,10443462,-1,4,6126,553334
189,19675658,-1,4,6147,381818
190,1000000509230,https://m.traveloka.com/vi-vn/hotel/vietnam/gold-beach-hotel-1000000509230,2,6147,750000
191,3000010041054,https://m.traveloka.com/vi-vn/hotel/vietnam/the-venue-guesthouse-3000010041054,2,6200,360000
192,12537401,-1,4,6296,432900
193,1000000552220,https://m.traveloka.com/vi-vn/hotel/vietnam/davi-guest-house-1000000552220,2,6296,450000
194,12769572,-1,4,6357,259740
195,12738454,-1,4,6689,692641
196,1000000469899,https://m.traveloka.com/vi-vn/hotel/vietnam/kim-hoa-resort--1000000469899,2,6816,1266254
197,8772062,-1,4,6816,1307359
198,1000000427602,https://m.traveloka.com/vi-vn/hotel/vietnam/eden-resort-phu-quoc-1000000427602,2,6817,1234748
199,1000000539601,https://m.traveloka.com/vi-vn/hotel/vietnam/kim-minh-resort-1000000539601,2,7083,1035000
200,8772062,-1,4,7083,1307359
201,1000000531368,https://m.traveloka.com/vi-vn/hotel/vietnam/sai-gon-rach-gia-hotel-1000000531368,2,7086,1105000
202,926818,/vi-vn/sai-gon-rach-gia-hotel/hotel/rach-gia-kien-giang-vn.html,3,7086,999999
203,1157572,/vi-vn/novotel-phu-quoc-resort/hotel/phu-quoc-island-vn.html,3,7311,2316423
204,1000000537349,https://m.traveloka.com/vi-vn/hotel/vietnam/bauhinia-resort-1000000537349,2,7366,1044787
205,1432740,https://www.booking.com/hotel/vn/bauhinia-resort.vi.html,5,7366,-1
206,24071304,-1,4,7366,909091
207,1000000554725,https://m.traveloka.com/vi-vn/hotel/vietnam/ngoc-ngan-hotel-1000000554725,2,7371,500000
208,16257665,-1,4,7372,346320
209,1000000629527,https://m.traveloka.com/vi-vn/hotel/vietnam/huu-le-hotel-1000000629527,2,7372,401480
210,13494218,-1,4,7530,272727
211,19640850,-1,4,7531,432900
212,1000000628183,https://m.traveloka.com/vi-vn/hotel/vietnam/kosmos-phu-quoc-villa-1000000628183,2,7672,8563408
213,16222860,-1,4,7672,7386882
214,1000000530338,https://m.traveloka.com/vi-vn/hotel/vietnam/peppercorn-beach-1000000530338,2,7815,1390159
215,3000010037957,https://m.traveloka.com/vi-vn/hotel/vietnam/anja-beach-resort--spa-3000010037957,2,7902,1871581
216,18030680,-1,4,7902,2035143
217,2570684,/vi-vn/the-palmy-phu-quoc-resort-and-spa/hotel/phu-quoc-island-vn.html,3,7904,1713983
218,1000000609432,https://m.traveloka.com/vi-vn/hotel/vietnam/blue-paradise-resort-1000000609432,2,7904,602822
219,36623074,-1,4,8399,1184416
220,1000000547235,https://m.traveloka.com/vi-vn/hotel/vietnam/chez-carole-center-resort--spa-1000000547235,2,8399,1361208
221,13160905,-1,4,8402,-1
222,1000000548332,https://m.traveloka.com/vi-vn/hotel/vietnam/famiana-green-villa-1000000548332,2,8408,1361700
223,12392590,-1,4,8408,1061065
224,3000010032255,https://m.traveloka.com/vi-vn/hotel/vietnam/little-garden-bungalow--3000010032255,2,8409,517500
225,1000000557597,https://m.traveloka.com/vi-vn/hotel/vietnam/praha-hotel-1000000557597,2,8411,796215
226,1000000570196,https://m.traveloka.com/vi-vn/hotel/vietnam/phu-quoc-ocean-pearl-hotel-1000000570196,2,8418,971350
227,13384148,-1,4,8418,1350650
228,1000000569744,https://m.traveloka.com/vi-vn/hotel/vietnam/ong-lang-village-resort-1000000569744,2,8425,688500
229,13381666,-1,4,8425,-1
230,1000000561111,https://m.traveloka.com/vi-vn/hotel/vietnam/myplace-siena-garden-resort-1000000561111,2,8426,3439000
231,15242535,-1,4,8427,519481
